underlying_symbol	quote_date	root	expiration	strike	option_type	open	high	low	close	trade_volume	bid_size_1545	bid_1545	ask_size_1545	ask_1545	underlying_bid_1545	underlying_ask_1545	implied_underlying_price_1545	active_underlying_price_1545	implied_volatility_1545	delta_1545	gamma_1545	theta_1545	vega_1545	rho_1545	bid_size_eod	bid_eod	ask_size_eod	ask_eod	underlying_bid_eod	underlying_ask_eod	vwap	open_interest
^VIX	6/1/2016	VIX	6/1/2016	17	C	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	1558
^VIX	6/1/2016	VIX	6/1/2016	17	P	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	1102
^VIX	6/1/2016	VIX	6/1/2016	18	C	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	1537
^VIX	6/1/2016	VIX	6/1/2016	18	P	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	1764
^VIX	6/1/2016	VIX	6/1/2016	19	C	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	5710
^VIX	6/1/2016	VIX	6/1/2016	19	P	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	113
^VIX	6/1/2016	VIX	6/1/2016	20	C	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	2586
^VIX	6/1/2016	VIX	6/1/2016	20	P	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	87
^VIX	6/1/2016	VIX	6/1/2016	21	C	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	497
^VIX	6/1/2016	VIX	6/1/2016	21	P	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	1
^VIX	6/1/2016	VIX	6/1/2016	22	C	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	9713
^VIX	6/1/2016	VIX	6/1/2016	22	P	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	3
^VIX	6/1/2016	VIX	6/1/2016	23	C	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	325
^VIX	6/1/2016	VIX	6/1/2016	23	P	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	1
^VIX	6/1/2016	VIX	6/1/2016	24	C	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	188
^VIX	6/1/2016	VIX	6/1/2016	24	P	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/1/2016	25	C	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	223
^VIX	6/1/2016	VIX	6/1/2016	25	P	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/1/2016	26	C	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	43
^VIX	6/1/2016	VIX	6/1/2016	26	P	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	20
^VIX	6/1/2016	VIX	6/1/2016	27	C	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	45
^VIX	6/1/2016	VIX	6/1/2016	27	P	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	150
^VIX	6/1/2016	VIX	6/1/2016	28	C	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	443
^VIX	6/1/2016	VIX	6/1/2016	28	P	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/1/2016	29	C	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/1/2016	29	P	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/1/2016	30	C	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	2
^VIX	6/1/2016	VIX	6/1/2016	30	P	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	30
^VIX	6/1/2016	VIX	6/1/2016	32.5	C	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	20
^VIX	6/1/2016	VIX	6/1/2016	32.5	P	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/1/2016	35	C	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	27
^VIX	6/1/2016	VIX	6/1/2016	35	P	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/1/2016	37.5	C	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	12
^VIX	6/1/2016	VIX	6/1/2016	37.5	P	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/1/2016	40	C	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/1/2016	40	P	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/1/2016	42.5	C	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/1/2016	42.5	P	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/1/2016	45	C	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	111
^VIX	6/1/2016	VIX	6/1/2016	45	P	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/1/2016	47.5	C	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/1/2016	47.5	P	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/1/2016	50	C	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/1/2016	50	P	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/1/2016	55	C	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/1/2016	55	P	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/1/2016	60	C	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/1/2016	60	P	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/1/2016	65	C	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/1/2016	65	P	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/1/2016	70	C	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/1/2016	70	P	0	0	0	0	0	0	0	0	0	14.24	14.24	0	14.24	0	0	0	0	0	0	0	0	0	0	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/8/2016	10	C	0	0	0	0	0	4481	4.3	5051	4.8	14.24	14.24	14.5743	14.24	0.02	1	0	-0.0001	0	0.1846	5190	4.4	3232	4.8	14.2	14.2	0	328
^VIX	6/1/2016	VIX	6/8/2016	10	P	0	0	0	0	0	0	0	5785	0.05	14.24	14.24	14.5743	14.24	1.4464	-0.0219	0.0183	-0.0111	0.001	-0.0064	0	0	5760	0.05	14.2	14.2	0	2
^VIX	6/1/2016	VIX	6/8/2016	10.5	C	0	0	0	0	0	4029	3.8	60	4.2	14.24	14.24	14.5743	14.24	0.02	1	0	-0.0001	0	0.1939	5190	3.9	3006	4.3	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/8/2016	10.5	P	0	0	0	0	0	0	0	6275	0.05	14.24	14.24	14.5743	14.24	1.2833	-0.0245	0.0226	-0.0108	0.0011	-0.0071	0	0	6130	0.05	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/8/2016	11	C	0	0	0	0	0	3544	3.3	60	3.7	14.24	14.24	14.5743	14.24	0.02	1	0	-0.0001	0	0.2031	5190	3.4	2749	3.8	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/8/2016	11	P	0	0	0	0	0	0	0	5669	0.05	14.24	14.24	14.5743	14.24	1.1262	-0.0277	0.0286	-0.0105	0.0013	-0.0079	0	0	5591	0.05	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/8/2016	11.5	C	0	0	0	0	0	80	2.85	5128	3.3	14.24	14.24	14.5743	14.24	0.5022	0.9998	0.0009	-0.0001	0	0.2123	3262	2.95	2563	3.3	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/8/2016	11.5	P	0	0	0	0	0	0	0	5372	0.05	14.24	14.24	14.5743	14.24	0.9739	-0.0317	0.0369	-0.0102	0.0014	-0.009	0	0	5148	0.05	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/8/2016	12	C	0	0	0	0	0	291	2.35	2886	2.75	14.24	14.24	14.5743	14.24	0.02	1	0	-0.0001	0	0.2216	3547	2.45	2422	2.8	14.2	14.2	0	13
^VIX	6/1/2016	VIX	6/8/2016	12	P	0	0	0	0	0	0	0	4988	0.05	14.24	14.24	14.5743	14.24	0.8258	-0.0368	0.0493	-0.0098	0.0016	-0.0104	0	0	4880	0.05	14.2	14.2	0	1
^VIX	6/1/2016	VIX	6/8/2016	12.5	C	2.4	2.4	2.4	2.4	1	259	1.9	2313	2.25	14.24	14.24	14.5743	14.24	0.02	1	0	-0.0001	0	0.2308	259	2	1804	2.3	14.2	14.2	2.4	1
^VIX	6/1/2016	VIX	6/8/2016	12.5	P	0	0	0	0	0	0	0	3426	0.05	14.24	14.24	14.5743	14.24	0.6804	-0.0439	0.0689	-0.0093	0.0018	-0.0123	0	0	3680	0.05	14.2	14.2	0	2
^VIX	6/1/2016	VIX	6/8/2016	13	C	2.1	2.15	1.7	1.7	213	1027	1.45	2003	1.75	14.24	14.24	14.5743	14.24	0.5367	0.9457	0.1036	-0.0088	0.0022	0.225	755	1.55	300	1.8	14.2	14.2	1.931	101
^VIX	6/1/2016	VIX	6/8/2016	13	P	0.03	0.1	0.03	0.1	11	0	0	5109	0.1	14.24	14.24	14.5743	14.24	0.6313	-0.0844	0.1238	-0.0143	0.0031	-0.0236	0	0	6049	0.1	14.2	14.2	0.0936	45
^VIX	6/1/2016	VIX	6/8/2016	13.5	C	1.25	1.25	1.25	1.25	1	1395	1.05	1471	1.3	14.24	14.24	14.5743	14.24	0.5863	0.8417	0.2081	-0.0209	0.0048	0.2048	2767	1.1	366	1.35	14.2	14.2	1.25	84
^VIX	6/1/2016	VIX	6/8/2016	13.5	P	0	0	0	0	0	4167	0.05	4282	0.2	14.24	14.24	14.5743	14.24	0.6366	-0.1765	0.2055	-0.0242	0.0051	-0.0498	0	0	5799	0.2	14.2	14.2	0	22
^VIX	6/1/2016	VIX	6/8/2016	14	C	1.3	1.5	0.95	0.95	175	219	0.8	3010	0.95	14.24	14.24	14.5743	14.24	0.6969	0.6817	0.2585	-0.0366	0.0071	0.1673	130	0.9	10	0.95	14.2	14.2	1.032	1136
^VIX	6/1/2016	VIX	6/8/2016	14	P	0.1	0.25	0.1	0.25	623	2845	0.2	1	0.35	14.24	14.24	14.5743	14.24	0.6613	-0.3111	0.2698	-0.0343	0.007	-0.0888	10	0.25	271	0.3	14.2	14.2	0.2455	7302
^VIX	6/1/2016	VIX	6/8/2016	14.5	C	1	1.1	0.65	0.65	55	265	0.55	4233	0.7	14.24	14.24	14.5743	14.24	0.7449	0.5405	0.269	-0.0435	0.0079	0.1339	3499	0.55	4249	0.75	14.2	14.2	0.7764	303
^VIX	6/1/2016	VIX	6/8/2016	14.5	P	0.3	0.55	0.3	0.55	67	1939	0.45	1893	0.65	14.24	14.24	14.5743	14.24	0.7449	-0.4595	0.269	-0.0434	0.0079	-0.1338	4331	0.4	2690	0.6	14.2	14.2	0.4485	152
^VIX	6/1/2016	VIX	6/8/2016	15	C	0.9	0.95	0.5	0.5	82	3698	0.35	221	0.5	14.24	14.24	14.5743	14.24	0.7666	0.4114	0.2563	-0.0439	0.0077	0.1029	6722	0.35	3932	0.55	14.2	14.2	0.6689	1208
^VIX	6/1/2016	VIX	6/8/2016	15	P	0.55	0.9	0.52	0.75	99	5013	0.75	246	0.95	14.24	14.24	14.5743	14.24	0.7666	-0.5885	0.2563	-0.0438	0.0077	-0.1741	5032	0.7	2773	0.95	14.2	14.2	0.6159	8396
^VIX	6/1/2016	VIX	6/8/2016	16	C	0.5	0.5	0.25	0.25	5127	1	0.2	6074	0.3	14.24	14.24	14.5743	14.24	0.9172	0.2463	0.1736	-0.0425	0.0062	0.0617	1	0.2	100	0.25	14.2	14.2	0.2509	6782
^VIX	6/1/2016	VIX	6/8/2016	16	P	1.4	1.6	1.4	1.4	2515	480	1.55	1325	1.8	14.24	14.24	14.5743	14.24	0.9173	-0.7537	0.1736	-0.0424	0.0062	-0.2337	480	1.5	3070	1.75	14.2	14.2	1.5976	5988
^VIX	6/1/2016	VIX	6/8/2016	17	C	0.25	0.25	0.18	0.18	109	6292	0.05	7008	0.2	14.24	14.24	14.5743	14.24	0.972	0.1358	0.1133	-0.0312	0.0043	0.0342	8080	0.05	5334	0.2	14.2	14.2	0.2087	1195
^VIX	6/1/2016	VIX	6/8/2016	17	P	0	0	0	0	0	2869	2.4	1173	2.75	14.24	14.24	14.5743	14.24	1.028	-0.8489	0.1151	-0.0353	0.0046	-0.276	3664	2.35	2069	2.65	14.2	14.2	0	238
^VIX	6/1/2016	VIX	6/8/2016	18	C	0.15	0.15	0.15	0.15	5	299	0.05	8270	0.15	14.24	14.24	14.5743	14.24	1.141	0.0996	0.0774	-0.0293	0.0035	0.025	225	0.05	6857	0.15	14.2	14.2	0.15	1156
^VIX	6/1/2016	VIX	6/8/2016	18	P	3	3	3	3	3	4720	3.3	556	3.7	14.24	14.24	14.5743	14.24	1.0645	-0.9172	0.0723	-0.0237	0.003	-0.3115	2487	3.3	1980	3.6	14.2	14.2	3	604
^VIX	6/1/2016	VIX	6/8/2016	19	C	0.15	0.15	0.05	0.05	211	0	0	6285	0.1	14.24	14.24	14.5743	14.24	1.16	0.0544	0.048	-0.0188	0.0022	0.0137	100	0.05	5318	0.1	14.2	14.2	0.0974	836
^VIX	6/1/2016	VIX	6/8/2016	19	P	0	0	0	0	0	4161	4.3	1349	4.7	14.24	14.24	14.5743	14.24	1.2626	-0.9278	0.055	-0.0254	0.0027	-0.3328	6720	4.2	3364	4.6	14.2	14.2	0	5
^VIX	6/1/2016	VIX	6/8/2016	20	C	0.1	0.1	0.05	0.05	445	0	0	272	0.05	14.24	14.24	14.5743	14.24	1.1805	0.0292	0.0285	-0.0115	0.0013	0.0074	0	0	10	0.05	14.2	14.2	0.0511	842
^VIX	6/1/2016	VIX	6/8/2016	20	P	0	0	0	0	0	2375	5.3	5397	5.8	14.24	14.24	14.5743	14.24	1.6169	-0.9083	0.0514	-0.039	0.0033	-0.3469	5391	5.2	3158	5.6	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/8/2016	21	C	0	0	0	0	0	0	0	351	0.05	14.24	14.24	14.5743	14.24	1.3275	0.0265	0.0234	-0.012	0.0012	0.0067	0	0	384	0.05	14.2	14.2	0	605
^VIX	6/1/2016	VIX	6/8/2016	21	P	0	0	0	0	0	1631	6.3	5418	6.8	14.24	14.24	14.5743	14.24	1.7954	-0.9154	0.0436	-0.0407	0.0031	-0.3673	4883	6.2	3744	6.6	14.2	14.2	0	251
^VIX	6/1/2016	VIX	6/8/2016	22	C	0	0	0	0	0	0	0	3055	0.05	14.24	14.24	14.5743	14.24	1.4645	0.0245	0.0198	-0.0123	0.0011	0.0061	0	0	2839	0.05	14.2	14.2	0	242
^VIX	6/1/2016	VIX	6/8/2016	22	P	0	0	0	0	0	1058	7.3	5538	7.8	14.24	14.24	14.5743	14.24	1.9615	-0.9209	0.0379	-0.0423	0.0029	-0.3872	3963	7.2	4311	7.6	14.2	14.2	0	200
^VIX	6/1/2016	VIX	6/8/2016	23	C	0	0	0	0	0	0	0	5610	0.05	14.24	14.24	14.5743	14.24	1.5925	0.0228	0.0171	-0.0126	0.0011	0.0057	0	0	5151	0.05	14.2	14.2	0	2980
^VIX	6/1/2016	VIX	6/8/2016	23	P	0	0	0	0	0	5700	8.2	2363	8.7	14.24	14.24	14.5743	14.24	1.5964	-0.9769	0.0173	-0.0126	0.0011	-0.4189	3213	8.2	4865	8.6	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/8/2016	24	C	0	0	0	0	0	0	0	5369	0.05	14.24	14.24	14.5743	14.24	1.7146	0.0215	0.0151	-0.013	0.001	0.0053	0	0	5123	0.05	14.2	14.2	0	8436
^VIX	6/1/2016	VIX	6/8/2016	24	P	0	0	0	0	0	5790	9.2	2903	9.7	14.24	14.24	14.5743	14.24	1.7192	-0.9782	0.0153	-0.013	0.001	-0.4377	2701	9.2	5388	9.6	14.2	14.2	0	200
^VIX	6/1/2016	VIX	6/8/2016	25	C	0.03	0.03	0.03	0.03	1	0	0	5594	0.05	14.24	14.24	14.5743	14.24	1.8289	0.0203	0.0136	-0.0132	0.001	0.005	0	0	5391	0.05	14.2	14.2	0.03	851
^VIX	6/1/2016	VIX	6/8/2016	25	P	0	0	0	0	0	5342	10.2	3245	10.7	14.24	14.24	14.5743	14.24	1.8342	-0.9793	0.0137	-0.0132	0.001	-0.4565	2175	10.2	5680	10.6	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/8/2016	26	C	0	0	0	0	0	0	0	5672	0.05	14.24	14.24	14.5743	14.24	1.9385	0.0194	0.0123	-0.0135	0.0009	0.0048	0	0	5571	0.05	14.2	14.2	0	750
^VIX	6/1/2016	VIX	6/8/2016	26	P	0	0	0	0	0	4392	11.2	2907	11.7	14.24	14.24	14.5743	14.24	1.9438	-0.9803	0.0124	-0.0135	0.0009	-0.4752	1852	11.2	5680	11.6	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/8/2016	27	C	0	0	0	0	0	0	0	5779	0.05	14.24	14.24	14.5743	14.24	2.0407	0.0185	0.0112	-0.0136	0.0009	0.0045	0	0	5570	0.05	14.2	14.2	0	3005
^VIX	6/1/2016	VIX	6/8/2016	27	P	0	0	0	0	0	4212	12.2	3112	12.7	14.24	14.24	14.5743	14.24	2.0477	-0.9811	0.0114	-0.0137	0.0009	-0.4939	5574	12.1	5770	12.6	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/8/2016	28	C	0	0	0	0	0	0	0	5779	0.05	14.24	14.24	14.5743	14.24	2.14	0.0179	0.0104	-0.0138	0.0009	0.0043	0	0	5570	0.05	14.2	14.2	0	250
^VIX	6/1/2016	VIX	6/8/2016	28	P	0	0	0	0	0	4152	13.2	3208	13.7	14.24	14.24	14.5743	14.24	2.1476	-0.9818	0.0105	-0.0139	0.0009	-0.5125	4927	13.1	5170	13.6	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/8/2016	29	C	0	0	0	0	0	0	0	5889	0.05	14.24	14.24	14.5743	14.24	2.2343	0.0172	0.0096	-0.014	0.0008	0.0042	0	0	5758	0.05	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/8/2016	29	P	0	0	0	0	0	4250	14.2	3271	14.7	14.24	14.24	14.5743	14.24	2.2428	-0.9824	0.0098	-0.0141	0.0009	-0.5312	4935	14.1	5170	14.6	14.2	14.2	0	0
^VIX	6/1/2016	VIX	6/8/2016	30	C	0	0	0	0	0	0	0	5983	0.05	14.24	14.24	14.5743	14.24	2.3248	0.0167	0.009	-0.0142	0.0008	0.004	0	0	5746	0.05	14.2	14.2	0	335
^VIX	6/1/2016	VIX	6/8/2016	30	P	0	0	0	0	0	4299	15.2	3175	15.7	14.24	14.24	14.5743	14.24	2.3341	-0.9829	0.0092	-0.0143	0.0008	-0.5498	4899	15.1	5110	15.6	14.2	14.2	0	6
